"";"from_name";"NATUREZA";"modularity_class";"shares_soma_c";"likes"
"1633";"O Rio quer: CPI dos ônibus";"Sociedade Civil";"Esquerda";8047;15343
"1634";"André Moura";"Políticos/partidos";"Centro";8041;18761
"1635";"Itu Vai Parar";"Sociedade Civil";"Esquerda";8037;6858
"1636";"Parada do Orgulho LGBT de São Paulo - APOGLBT";"Sociedade Civil";"Centro-Esquerda";8022;45401
"1637";"Deputado Carlos Melles";"Políticos/partidos";"Centro-Direita";8010;14454
"1638";"Sérgio Vidigal";"Políticos/partidos";"Centro";7997;20223
"1639";"Professora Dorinha";"Políticos/partidos";"Centro";7980;13660
"1640";"Luciano Castro";"Políticos/partidos";"Centro";7979;22230
"1641";"Nilton Capixaba";"Políticos/partidos";"Centro";7927;6216
"1642";"Direitistas";"Criadores Digitais";"Direita";7878;41084
"1643";"Movimento Não Pago";"Sociedade Civil";"Centro-Esquerda";7847;8756
"1644";"Esquerdinhas";"Criadores Digitais";"Esquerda";7823;3332
"1645";"Movimento Rio pelo Pré-Sal";"Sociedade Civil";"Centro-Esquerda";7819;7716
"1646";"ProtestARTE";"Sociedade Civil";"Esquerda";7811;20410
"1647";"Solidariedade na Câmara";"Políticos/partidos";"Centro";7803;24693
"1648";"Capitalismo Para o Brasil";"Criadores Digitais";"Direita";7802;26314
"1649";"UNAIDS Brasil";"Sociedade Civil";"Centro";7795;25449
"1650";"Revista Opera";"Mídia Alternativa";"Esquerda";7785;7194
"1651";"Anarquia É Ordem.";"Criadores Digitais";"Esquerda";7768;19600
"1652";"Deputado Federal Ságuas Moraes";"Políticos/partidos";"Centro-Esquerda";7743;5173
"1653";"Feminina";"Criadores Digitais";"Direita";7735;14869
"1654";"Senador Valadares";"Políticos/partidos";"Centro";7713;35590
"1655";"Jorge Picciani";"Políticos/partidos";"Centro";7697;11557
"1656";"Fora Aécio Neves";"Criadores Digitais";"Centro-Esquerda";7695;10697
"1657";"Coerência feminina.";"Criadores Digitais";"Esquerda";7687;56312
"1658";"Direitos Humanos Para Quem Merece";"Criadores Digitais";"Direita";7687;15329
"1659";"Laerte Bessa";"Políticos/partidos";"Centro-Direita";7678;13811
"1660";"Esquerda Caviar";"Criadores Digitais";"Direita";7675;12439
"1661";"Lafayette Andrada";"Políticos/partidos";"Centro-Direita";7665;16562
"1662";"Vladimir Safatle";"Sociedade Civil";"Esquerda";7661;30365
"1663";"Lado Bi";"Mídia Alternativa";"Centro-Esquerda";7656;18745
"1664";"Cfemea Feminista";"Sociedade Civil";"Esquerda";7641;21300
"1665";"Fundação Ulysses Guimarães Nacional";"Sociedade Civil";"Centro";7639;32371
"1666";"Juventude Revolução";"Sociedade Civil";"Esquerda";7629;9901
"1667";"Latuff Brasil";"Mídia Alternativa";"Centro-Esquerda";7611;23567
"1668";"Psdb Bahia";"Políticos/partidos";"Centro";7579;4771
"1669";"Ativismo Social";"Criadores Digitais";"Esquerda";7575;20737
"1670";"MCPJ - Movimento Consciência Política Jovem";"Sociedade Civil";"Direita";7567;2389
"1671";"Barão de Itararé";"Mídia Alternativa";"Centro-Esquerda";7532;32133
"1672";"Enio Tatto";"Políticos/partidos";"Centro-Esquerda";7482;1763
"1673";"Por uma cerveja Feminista";"Criadores Digitais";"Esquerda";7480;25478
"1674";"Diário de um manifestante";"Criadores Digitais";"Esquerda";7480;4661
"1675";"Coronel Moézia";"Sociedade Civil";"Direita";7477;21905
"1676";"Senador MOKA";"Políticos/partidos";"Centro";7461;37026
"1677";"Agência Patrícia Galvão";"Sociedade Civil";"Esquerda";7428;10948
"1678";"PSDB Mulher Nacional 45";"Sociedade Civil";"Centro-Direita";7411;25914
"1679";"familiaevida.org";"Sociedade Civil";"Direita";7391;7647
"1680";"MBL - Movimento Brasil Livre RS";"Sociedade Civil";"Direita";7388;17936
"1681";"Wagner Moura Fanpage";"Criadores Digitais";"Esquerda";7376;130410
"1682";"Fernando Filho";"Políticos/partidos";"Centro";7356;20361
"1683";"O voto não deve ser obrigatório";"Sociedade Civil";"Direita";7337;3473
"1684";"Juntas";"Sociedade Civil";"Esquerda";7301;34364
"1685";"Valdir Raupp";"Políticos/partidos";"Centro";7281;9449
"1686";"Portal da Organização";"Sociedade Civil";"Centro-Esquerda";7256;10444
"1687";"Fenaj";"Sociedade Civil";"Centro-Esquerda";7243;8512
"1688";"ILCO - Instituto Liberal do Centro-Oeste";"Sociedade Civil";"Direita";7209;18662
"1689";"Barão de Itararé Rio de Janeiro";"Mídia Alternativa";"Centro-Esquerda";7175;2490
"1690";"Marcha das Vadias Rio de Janeiro";"Sociedade Civil";"Esquerda";7149;15428
"1691";"Roberto Sales";"Políticos/partidos";"Centro";7136;11686
"1692";"Regina Sousa";"Políticos/partidos";"Centro-Esquerda";7114;9029
"1693";"Jornal Brado Informativo";"Mídia Alternativa";"Esquerda";7085;5989
"1694";"Sarney Filho";"Políticos/partidos";"Centro";7064;28924
"1695";"Direita Nacional Brasileira - DNB";"Criadores Digitais";"Direita";7041;6680
"1696";"Ronaldo Lessa";"Políticos/partidos";"Centro";7039;17147
"1697";"Movimento Palestina Para Tod@s";"Sociedade Civil";"Esquerda";7036;5975
"1698";"Restauração do Império do Brasil - Monarquia é Solução Real";"Criadores Digitais";"Direita";7036;12848
"1699";"Mncr- Movimento Nacional dos Catadores de Materiais Recicláveis";"Sociedade Civil";"Centro-Esquerda";6986;10103
"1700";"LeandraLeal";"Sociedade Civil";"Centro-Esquerda";6970;270932
"1701";"Para Expressar a Liberdade";"Sociedade Civil";"Centro-Esquerda";6858;15637
"1702";"Patriota";"Sociedade Civil";"Direita";6853;31736
"1703";"PT São Leopoldo";"Políticos/partidos";"Centro-Esquerda";6853;2767
"1704";"Das Lutas";"Sociedade Civil";"Esquerda";6842;9645
"1705";"Corrente O Trabalho";"Mídia Alternativa";"Centro-Esquerda";6823;4245
"1706";"Nilson Pinto";"Políticos/partidos";"Centro";6816;12948
"1707";"Deputado Antonio Carlos Arantes";"Políticos/partidos";"Centro-Direita";6790;15944
"1708";"Revista AzMina";"Mídia Alternativa";"Esquerda";6787;95203
"1709";"Palmeiras Antifascista";"Criadores Digitais";"Esquerda";6772;14113
"1710";"Portal Correio Nagô";"Mídia Alternativa";"Esquerda";6758;15970
"1711";"PTB - Partido Trabalhista Brasileiro";"Políticos/partidos";"Centro";6748;12244
"1712";"O Semeador Shibumi";"Criadores Digitais";"Direita";6730;16308
"1713";"Soraya Santos";"Políticos/partidos";"Centro";6716;14549
"1714";"PPS  - Partido Popular Socialista";"Políticos/partidos";"Centro";6700;19660
"1715";"Ricardo Ayache";"Sociedade Civil";"Centro-Esquerda";6699;15343
"1716";"Elmar Nascimento";"Políticos/partidos";"Centro-Direita";6672;10987
"1717";"Cacá Leão";"Políticos/partidos";"Centro-Esquerda";6665;25476
"1718";"TV Tribuna";"Imprensa";"Centro";6662;144158
"1719";"Roberto Góes";"Políticos/partidos";"Centro";6640;7123
"1720";"Fundo Brasil de Direitos Humanos";"Sociedade Civil";"Esquerda";6636;49137
"1721";"Levante Mulher";"Sociedade Civil";"Esquerda";6595;10525
"1722";"Shéridan";"Políticos/partidos";"Centro-Direita";6584;56389
"1723";"Partido Surrealista Brasileiro";"Criadores Digitais";"Esquerda";6574;18874
"1724";"Fernanda Richa";"Políticos/partidos";"Centro-Direita";6558;23464
"1725";"Jose Stedile II";"Políticos/partidos";"Centro";6542;10940
"1726";"MobilizaçãoBR";"Criadores Digitais";"Centro-Esquerda";6498;3680
"1727";"Consciência Coletiva";"Criadores Digitais";"Esquerda";6496;5394
"1728";"Conselhos do tio Reagan";"Criadores Digitais";"Direita";6493;14566
"1729";"PCdoB São Paulo";"Políticos/partidos";"Centro-Esquerda";6464;1201
"1730";"Ouse Questionar";"Criadores Digitais";"Centro-Esquerda";6449;31307
"1731";"Pauderney Avelino";"Políticos/partidos";"Centro-Direita";6448;37128
"1732";"Reaja ou Será Morta, Reaja ou Será Morto";"Sociedade Civil";"Esquerda";6434;18625
"1733";"Quero + Brasil";"Criadores Digitais";"Centro-Esquerda";6414;3136
"1734";"FPL - Frente Pela Liberdade";"Sociedade Civil";"Direita";6410;39135
"1735";"Armandinho Fontoura";"Sociedade Civil";"Centro-Direita";6407;13926
"1736";"Médicos libertários";"Criadores Digitais";"Direita";6388;7153
"1737";"Major Rocha";"Políticos/partidos";"Centro-Direita";6388;17138
"1738";"Desconstruindo Ideias";"Criadores Digitais";"Esquerda";6380;9392
"1739";"Admiradores da Rachel Sheherazade";"Criadores Digitais";"Direita";6375;814549
"1740";"Luiz Humberto Carneiro";"Políticos/partidos";"Centro";6374;10291
"1741";"RAiZ - Movimento Cidadanista";"Sociedade Civil";"Centro-Esquerda";6359;20412
"1742";"Reacionário da extrema-direita ultra-conservadora neoliberal";"Criadores Digitais";"Direita";6337;16873
"1743";"Como as pessoas passavam vergonha antes da Internet?";"Criadores Digitais";"Esquerda";6326;5284
"1744";"Sérgio Reis";"Políticos/partidos";"Centro";6313;27785
"1745";"Sindipetro-ES";"Sociedade Civil";"Centro-Esquerda";6256;3282
"1746";"Liberball";"Criadores Digitais";"Direita";6233;25440
"1747";"Viva Rocinha";"Mídia Alternativa";"Esquerda";6231;21804
"1748";"Resistencia Anti-Comunista Brasileira";"Criadores Digitais";"Direita";6223;11067
"1749";"Luiz Claudio Romanelli";"Políticos/partidos";"Centro";6215;19146
"1750";"Página 13";"Sociedade Civil";"Centro-Esquerda";6213;7835
"1751";"Santa Catarina Livre";"Sociedade Civil";"Direita";6175;19239
"1752";"Dr. Jorge Silva";"Políticos/partidos";"Centro";6172;3546
"1753";"Ocupa UERJ";"Sociedade Civil";"Esquerda";6164;15951
"1754";"Levante Popular da Juventude - SP";"Sociedade Civil";"Esquerda";6155;16469
"1755";"Direitos Urbanos";"Sociedade Civil";"Esquerda";6144;24594
"1756";"Deputado Federal Arthur Lira";"Políticos/partidos";"Centro";6122;3341
"1757";"Deputado Subtenente Gonzaga";"Políticos/partidos";"Centro";6118;9472
"1758";"Foi Golpe Sim";"Criadores Digitais";"Centro-Esquerda";6088;19765
"1759";"Marcelo Belinati";"Políticos/partidos";"Centro";6064;44042
"1760";"Observatório Social do Brasil";"Sociedade Civil";"Centro";6052;13618
"1761";"Senador Ataídes Oliveira";"Políticos/partidos";"Centro-Direita";6051;25052
"1762";"Homens Contra o Aborto";"Sociedade Civil";"Direita";6024;5078
"1763";"Enegrecer - Coletivo Nacional de Juventude Negra";"Sociedade Civil";"Centro-Esquerda";6023;11789
"1764";"Frente Parlamentar da Agropecuária";"Políticos/partidos";"Centro";6022;18020
"1765";"Dulce Miranda";"Políticos/partidos";"Centro";5974;12825
"1766";"iG igay";"Imprensa";"Esquerda";5971;20608
"1767";"UPN - União Patriótica Nacional";"Sociedade Civil";"Direita";5970;12050
"1768";"Ação Educativa";"Sociedade Civil";"Esquerda";5966;18004
"1769";"Evair Vieira de Melo";"Políticos/partidos";"Centro";5953;11007
"1770";"Deputado Hiran Gonçalves";"Políticos/partidos";"Centro";5915;7086
"1771";"Palmeiras Livre";"Sociedade Civil";"Esquerda";5912;6386
"1772";"M.R.L.B. Movimento De Resistência Leonel Brizola >";"Sociedade Civil";"Esquerda";5907;2003
"1773";"Rodrigo Gurgel";"Sociedade Civil";"Direita";5903;23144
"1774";"DCE - UFSM";"Sociedade Civil";"Esquerda";5901;18173
"1775";"Peemedebistas De Santa Catarina";"Políticos/partidos";"Centro";5875;15811
"1776";"Pixuleco no Xilindró";"Criadores Digitais";"Direita";5875;2306
"1777";"Liberdade Econômica";"Criadores Digitais";"Direita";5874;8025
"1778";"Defesa Pública da Alegria";"Sociedade Civil";"Esquerda";5871;11594
"1779";"Toninho do PSOL";"Sociedade Civil";"Esquerda";5851;7118
"1780";"Universidade Livre Feminista";"Sociedade Civil";"Esquerda";5851;20384
"1781";"Heuler Cruvinel";"Políticos/partidos";"Centro";5836;17879
"1782";"Oposição dos Memes";"Criadores Digitais";"Direita";5835;9910
"1783";"Passe Livre Rio de Janeiro";"Sociedade Civil";"Esquerda";5830;20384
"1784";"Luta Antimanicomial";"Sociedade Civil";"Esquerda";5823;20095
"1785";"Mídia Informal";"Mídia Alternativa";"Esquerda";5813;18435
"1786";"Frente Brasileira de Solidariedade com a Síria";"Criadores Digitais";"Esquerda";5804;12165
"1787";"Centro de Cultura Luiz Freire";"Sociedade Civil";"Centro-Esquerda";5795;5313
"1788";"Nilton Bobato";"Políticos/partidos";"Centro-Esquerda";5782;5631
"1789";"César Halum";"Políticos/partidos";"Centro";5763;19487
"1790";"Jovair Arantes";"Políticos/partidos";"Centro";5763;26945
"1791";"MSL - Movimento Somos Livres";"Sociedade Civil";"Direita";5738;15848
"1792";"Empoderadas";"Mídia Alternativa";"Esquerda";5713;41118
"1793";"Rui Costa Pimenta";"Políticos/partidos";"Centro-Esquerda";5679;10999
"1794";"Deputado Zé Carlos";"Políticos/partidos";"Centro-Esquerda";5672;7224
"1795";"José Priante";"Políticos/partidos";"Centro";5661;22611
"1796";"João Pereira Coutinho";"Sociedade Civil";"Direita";5635;18596
"1797";"Brigadas Populares - Minas Gerais";"Sociedade Civil";"Esquerda";5629;6823
"1798";"ANTI -  NWO (Nova Ordem Mundial)";"Criadores Digitais";"Esquerda";5602;75290
"1799";"Aliança Sheherazade";"Criadores Digitais";"Direita";5592;46375
"1800";"PSDB-CE";"Políticos/partidos";"Centro-Direita";5520;10016
"1801";"Eu odeio criminoso raça do caralho";"Criadores Digitais";"Direita";5481;29255
"1802";"Laudivio Carvalho";"Políticos/partidos";"Centro-Direita";5459;15384
"1803";"Eu, Coxinha";"Criadores Digitais";"Direita";5458;2879
"1804";"AMM - Associação Mineira de Municípios";"Sociedade Civil";"Centro-Direita";5453;7089
"1805";"Juventude da Articulação de Esquerda";"Sociedade Civil";"Centro-Esquerda";5449;5011
"1806";"Luiz Nishimori";"Políticos/partidos";"Centro";5446;13980
"1807";"A mãe preta";"Criadores Digitais";"Esquerda";5442;6873
"1808";"Movimento Contra Corrupção - Distrito Federal";"Sociedade Civil";"Direita";5432;4922
"1809";"Senador Garibaldi Alves";"Políticos/partidos";"Centro";5432;9455
"1810";"Roberto Engler";"Políticos/partidos";"Centro-Direita";5429;33353
"1811";"Advogados Libertários";"Criadores Digitais";"Direita";5412;7847
"1812";"Jornalismo B";"Mídia Alternativa";"Esquerda";5411;12151
"1813";"Agência de Notícias Anarquistas";"Mídia Alternativa";"Esquerda";5395;11261
"1814";"Frente Brasil Popular - RJ";"Sociedade Civil";"Centro-Esquerda";5392;10081
"1815";"São Paulo não pode saber";"Criadores Digitais";"Centro-Esquerda";5374;11312
"1816";"Rossoni";"Políticos/partidos";"Centro-Direita";5362;30646
"1817";"PSDB de Mato Grosso do Sul";"Políticos/partidos";"Centro-Direita";5362;3869
"1818";"Moroni Torgan";"Políticos/partidos";"Centro";5351;41109
"1819";"FNDC Democratização da Comunicação";"Sociedade Civil";"Centro-Esquerda";5326;18659
"1820";"MCCE Ficha Limpa";"Sociedade Civil";"Centro";5323;57303
"1821";"Abong - Organizações em Defesa dos Direitos e Bens Comuns";"Sociedade Civil";"Centro-Esquerda";5310;10872
"1822";"Comunidade Josef Stálin";"Criadores Digitais";"Esquerda";5308;3428
"1823";"Deputado Carlos Andrade";"Políticos/partidos";"Centro";5302;4503
"1824";"Antitucano Antitucano";"Criadores Digitais";"Centro-Esquerda";5289;4398
"1825";"Newton Cardoso Júnior";"Políticos/partidos";"Centro";5282;8322
"1826";"Dagoberto Nogueira";"Políticos/partidos";"Centro-Esquerda";5277;12579
"1827";"Sindipetro Litoral Paulista";"Sociedade Civil";"Centro-Esquerda";5267;8602
"1828";"Cunha me representa";"Criadores Digitais";"Direita";5265;11618
"1829";"Deputado José Carlos Araújo";"Políticos/partidos";"Centro";5260;10297
"1830";"Brasil Päo e Circo";"Criadores Digitais";"Direita";5257;21938
"1831";"Anadep - Associação Nacional dos Defensores Públicos";"Sociedade Civil";"Centro";5237;9283
"1832";"Jhonatan de Jesus";"Políticos/partidos";"Centro";5233;6900
"1833";"Alessandra Campêlo";"Políticos/partidos";"Centro-Esquerda";5230;28900
"1834";"Faísca - Anticapitalista e Revolucionária";"Sociedade Civil";"Esquerda";5215;16112
"1835";"Mulher Progressista Nacional";"Sociedade Civil";"Centro";5200;12644
"1836";"Tv Relincha";"Criadores Digitais";"Esquerda";5198;18976
"1837";"Fabiano Horta";"Políticos/partidos";"Centro-Esquerda";5187;7953
"1838";"A Civilização Ocidental";"Criadores Digitais";"Direita";5177;20617
"1839";"Edmar Arruda";"Políticos/partidos";"Centro";5151;13962
"1840";"ARTIGO 19";"Sociedade Civil";"Esquerda";5137;11279
"1841";"Amanda Gurgel";"Políticos/partidos";"Esquerda";5113;45154
"1842";"Golpe Nunca Mais";"Criadores Digitais";"Centro-Esquerda";5080;84405
"1843";"Em Defesa de Dilma pela Legalidade";"Criadores Digitais";"Centro-Esquerda";5077;10979
"1844";"Eu Sou Caveira";"Criadores Digitais";"Direita";5051;55335
"1845";"PT No RN";"Políticos/partidos";"Centro-Esquerda";5032;3422
"1846";"OSP - Organização dos Sem Partido";"Sociedade Civil";"Direita";5012;19597
"1847";"Federação Anarquista Gaúcha - FAG";"Sociedade Civil";"Esquerda";5010;7108
"1848";"Ademir Bier.";"Políticos/partidos";"Centro";5006;9041
"1849";"Grupo Tortura Nunca Mais/RJ";"Sociedade Civil";"Esquerda";4997;6575
"1850";"Pedro Tobias - PSDB";"Políticos/partidos";"Centro-Direita";4986;8876
"1851";"Luiz Inácio Falou";"Criadores Digitais";"Centro-Esquerda";4944;16268
"1852";"Edio Lopes";"Políticos/partidos";"Centro";4935;4371
"1853";"Federalistas";"Sociedade Civil";"Direita";4928;18282
"1854";"Occupy Brasília";"Sociedade Civil";"Esquerda";4909;15039
"1855";"Frente Brasileira de Solidariedade com a Ucrânia";"Criadores Digitais";"Esquerda";4891;11876
"1856";"Brasil Sem Aborto";"Sociedade Civil";"Direita";4872;25482
"1857";"Povos Indígenas no Brasil - ISA";"Sociedade Civil";"Esquerda";4869;20380
"1858";"Escravo, nem pensar";"Sociedade Civil";"Centro-Esquerda";4865;7353
"1859";"Acorda Brasil";"Criadores Digitais";"Direita";4860;117685
"1860";"Ives Gandra da Silva Martins (oficial)";"Sociedade Civil";"Direita";4851;33698
"1861";"Engenheiros Libertários";"Criadores Digitais";"Direita";4848;8284
"1862";"Rede Nossa São Paulo";"Sociedade Civil";"Centro-Esquerda";4834;11517
"1863";"Conexão Jornalismo";"Mídia Alternativa";"Centro-Esquerda";4831;54568
"1864";"18 Razões";"Criadores Digitais";"Centro-Esquerda";4819;15588
"1865";"Instituto Presidente João Goulart";"Sociedade Civil";"Centro-Esquerda";4782;4997
"1866";"Movimento Brasil pelas Florestas";"Sociedade Civil";"Esquerda";4778;12295
"1867";"Grupo Tortura Nunca Mais- BA";"Sociedade Civil";"Esquerda";4768;2421
"1868";"Direita AoVivo";"Criadores Digitais";"Direita";4750;52146
"1869";"Eta mídia machista";"Criadores Digitais";"Esquerda";4738;60999
"1870";"Critica Radical";"Sociedade Civil";"Esquerda";4731;7309
"1871";"Movimento Contra Corrupção - Rio Grande do Sul";"Sociedade Civil";"Direita";4730;5384
"1872";"Jaiminho Martins";"Políticos/partidos";"Centro";4724;15698
"1873";"Ezequiel Fonseca";"Políticos/partidos";"Centro-Direita";4720;14429
"1874";"Marighella - O guerrilheiro que incendiou o mundo";"Criadores Digitais";"Esquerda";4671;10265
